Stock Name,RS Rating,Basic Industry,EPS Latest Quarter,QoQ % EPS Latest,YoY% EPS Latest,Sales Latest Quarter,QoQ % Sales Latest,YoY % Sales Latest
SIYSIL,93,Textiles,10.11,-33,2.7,570.17,-6.2,13.6
UNITEDPOLY,92,Textiles,2.2,1.9,150,152.38,-4.1,-37
CANTABIL,91,Textiles,4.11,426.9,34.8,222.92,47.4,26.8
SUPERSPIN,90,Textiles,0.02,200,112.5,1.58,-2.5,3.3
MOHITIND,89,Textiles,-0.4,NA,-100,29.58,NA,-0.2
MHLXMIRU,88,Textiles,5.11,55.3,133.3,25.02,5.7,25.5
SOMATEX,82,Textiles,-0.1,-100.5,-128.6,0.59,-83.9,-72.7
JBFIND,80,Textiles,NA,NA,NA,NA,NA,NA
JAIPURKURT,80,Textiles,0.38,-52.5,-13.6,13.42,-27.1,32.3
SHIVATEX,80,Textiles,1.39,-28.7,124.7,75.26,-20.9,-1.2
PASUPTAC,78,Textiles,1.14,267.7,4.6,173.87,39.7,11.3
PAGEIND,77,Textiles,183.49,4.8,34.2,1313.05,5.4,6.9
KPRMILL,76,Textiles,5.92,-1.5,6.5,1529.22,3.3,23.2
ARVIND,75,Textiles,3.95,72.5,11,2089.21,-4.5,10.6
PRECOT,75,Textiles,7.69,-12.3,3.8,249.52,-1.6,9.5
GARFIBRES,74,Textiles,4.81,-27.7,-77.4,350.72,-16.6,21.2
PARASPETRO,72,Textiles,0.01,-50,-88.9,0,-100,-100
SPAL,69,Textiles,9.64,10.2,36.2,359.32,-8.2,42.5
SARLAPOLY,68,Textiles,1.65,-28.6,51.4,102.08,-10.4,6
GOENKA,68,Textiles,-0.02,-100,-140,0.21,-12.5,-12.5
VARDMNPOLY,67,Textiles,0.55,2650,-72.9,75.35,17,23.8
ZENITHEXPO,65,Textiles,1.24,132,542.9,18.57,15.1,0.8
EUROTEXIND,65,Textiles,-0.88,49.1,59.3,0,-100,-100
DONEAR,64,Textiles,2.1,2.9,43.8,247.17,17.8,19.7
GOKEX,63,Textiles,7.04,78.2,37.5,987.77,6.3,79.1
CENTENKA,62,Textiles,6.56,-33.6,195.5,493.4,-8,9.5
GANECOS,62,Textiles,11.72,9.4,98.6,397.8,2.8,39.6
TTL,62,Textiles,0.04,-83.3,104.3,56.58,4.2,8.2
PIONEEREMB,60,Textiles,0.71,222.7,914.3,96.1,2.4,12.5
BANG,59,Textiles,0.34,1600,114.8,50.2,3.6,36.1
BANSWRAS,58,Textiles,2.96,100,21.3,338.89,-1.1,12.1
HIMATSEIDE,58,Textiles,1.74,-20.9,-46.3,691.5,-0.4,-4.4
NITINSPIN,58,Textiles,7.97,6.3,38.9,838.87,2,11.8
RAJRILTD,58,Textiles,0.15,287.5,15.4,229.33,8.2,17.3
RUBYMILLS,58,Textiles,4.4,423.8,28.7,64.14,25,13.2
MANOMAY,57,Textiles,3.34,26,51.1,185.89,5.3,49.1
MARALOVER,57,Textiles,-2.54,-51.2,-805.6,250.37,-7.6,10
PDSL,56,Textiles,1.76,-65.6,58.6,3124.88,-5.5,21.1
MAYURUNIQ,56,Textiles,6.79,-28.1,1,194.93,-9.9,11.6
VCL,55,Textiles,-0.02,NA,95.1,0,-100,-100
JINDWORLD,52,Textiles,0.18,-79.3,-84.2,624.3,9.4,42.6
AMBIKCO,51,Textiles,24.94,1.5,9.3,156.26,-22,-20.4
SPORTKING,51,Textiles,1.28,-35.4,-88.3,609.73,-6.4,1.8
ORBTEXP,50,Textiles,2.49,-58.9,19.7,53.98,-10.3,20.5
SANATHAN,50,Textiles,4.05,NA,NA,743.13,NA,NA
NAGREEKEXP,49,Textiles,0.28,-22.2,300,104.9,-23.4,-31.1
SANGAMIND,48,Textiles,0.54,-49.5,-48.6,753.99,11.7,18.5
INDORAMA,47,Textiles,0.52,130.8,114.1,1165.63,22.6,24
VTL,47,Textiles,7.28,6.9,31.4,2465.3,-1.5,5.8
VIVIDHA,47,Textiles,-0.01,NA,-111.1,0,-100,-100
BSL,46,Textiles,2.96,20.8,-23.9,169.78,-4.7,-0.8
DCMNVL,46,Textiles,-0.92,-122.4,27.6,266.02,2.4,-0.3
LAGNAM,46,Textiles,1.33,504.5,-50.6,148.39,10.4,20
SALONA,46,Textiles,3,-28.1,6.8,158.29,-4.7,-23.3
MODTHREAD,46,Textiles,NA,NA,NA,72.33,16.1,-3.6
SHIVAMILLS,45,Textiles,-1.7,-104.8,-75.3,35.98,-25.2,1.4
NAHARSPING,44,Textiles,0.21,104.3,105.1,812.17,4.7,7.2
ALPSINDUS,43,Textiles,-4.1,-1.7,-8.8,0,-100,-100
SURYALAXMI,43,Textiles,0.49,275,-5.8,193.52,0.2,4.9
DOLLAR,42,Textiles,3.43,-26.4,7.2,377.81,-15.3,14.6
LUXIND,41,Textiles,10.66,-37.4,57.2,552.63,-18.4,22.4
MONTECARLO,41,Textiles,45.99,1091.5,21.7,548.78,149.8,8.8
ARVINDFASN,39,Textiles,2,-10.3,-48.6,1202.76,-5.5,6.9
GANGOTRI,39,Textiles,0,100,NA,0,NA,NA
SGL,38,Textiles,0.04,157.1,300,35.07,53.3,36.3
KALAMANDIR,38,Textiles,3,92.3,37,448.56,29.1,17.3
FELDVR,37,Textiles,NA,NA,NA,NA,NA,NA
VIPCLOTHNG,36,Textiles,0.22,120,168.8,62.63,5.7,39.3
GINNIFILA,35,Textiles,-0.08,-900,94.8,99.24,6.3,14.3
ICIL,35,Textiles,3.81,-7.5,27,1151.55,11.2,61.4
NDL,35,Textiles,0.05,-28.6,-91.9,926.15,8.9,100.4
ZODIACLOTH,35,Textiles,-3.91,27.7,-299,45.74,6.6,25
WELSPUNLIV,35,Textiles,1.24,-40.4,-34,2489.61,-13.3,3.3
GLOSTERLTD,35,Textiles,0.76,124.4,-63.1,177.69,24.4,29.7
CHEVIOT,34,Textiles,5.72,-81.4,-80.9,108.07,5,9.7
RELCHEMQ,34,Textiles,0.25,-86.7,66.7,92.23,0.6,7.8
ESSENTIA,33,Textiles,0.01,0,-87.5,124.63,-4.9,100.5
KKCL,33,Textiles,3.75,-64.2,-31.4,201.74,-20.3,0.7
SBC,31,Textiles,0.11,-35.3,22.2,72.04,9.2,38.6
SUPERHOUSE,31,Textiles,0.51,-69.6,-73.8,163.88,-10,13.2
ASHIMASYN,29,Textiles,-0.6,3.2,-330.8,2.17,-59,NA
LAXMICOT,29,Textiles,0.16,107.3,113.9,41.15,-27.1,32
VARDHACRLC,29,Textiles,0.49,157.9,-30,81.78,15.7,31.9
CELEBRITY,28,Textiles,-0.6,17.8,-475,38.16,-3.1,-47
RSWM,28,Textiles,-1.96,47.5,72.5,1195.62,2.5,22.3
RAYMOND,28,Textiles,10.83,20.2,-60.8,953.9,-8.7,-60
BOMDYEING,26,Textiles,3.39,-82.2,-97.7,414.81,9,12.3
NAHARINDUS,26,Textiles,1.12,215.5,-7.4,429.66,20.7,18.1
RUPA,25,Textiles,2.99,28.3,11.2,316.44,6.5,-0.7
IRISDOREME,24,Textiles,0.29,-39.6,-3.3,33.38,-19.2,41.7
MUFTI,22,Textiles,2.81,-31.1,13.8,155.52,-16.2,3.5
AXITA,21,Textiles,-0.04,-233.3,-119,228.04,75.5,-14.1
BASML,20,Textiles,0.15,-21.1,168.2,213.11,-8.5,7.7
DAMODARIND,20,Textiles,0.69,115.6,666.7,120.27,24.3,-16
RACE,20,Textiles,0.8,-66,86,128.74,21.1,76.9
GLOBE,18,Textiles,0.06,-50,-53.8,151.59,2.4,NA
SWANENERGY,17,Textiles,18.59,1033.5,320.6,1908.19,84.9,19.9
ALOKINDS,16,Textiles,-0.55,-3.8,-19.6,863.86,-2.5,-31.1
TRIDENT,16,Textiles,0.16,0,-23.8,1667.09,-2.7,-9.2
BHANDARI,14,Textiles,0.08,0,-55.6,63,-7.7,4.4
LAMBODHARA,13,Textiles,1.46,-52.3,62.2,60.82,-0.2,19.7
LOVABLE,13,Textiles,-1.79,-88.4,-336.6,8.34,-18.6,-28
SUTLEJTEX,13,Textiles,-1.45,-34.3,6.5,648.61,-4.1,7.9
SPLIL,11,Textiles,0.1,-92.7,-86.5,26.74,-32.4,-14.6
FILATEX,10,Textiles,1.07,256.7,23,1068.69,1.9,-1.3
INDTERRAIN,7,Textiles,-0.75,84.7,9.6,96.88,12.8,-11.4
GLOBALE,3,Textiles,-0.48,-292,NA,12.03,-32.3,NA
AKSHAR,2,Textiles,-0.03,-50,-127.3,25.97,11.8,-42.2
LOYALTEX,2,Textiles,-54.4,48.3,-1119.7,155.07,-16.3,-37.4
SELMC,2,Textiles,-4.83,62.8,42,4.52,-8.1,-62
VINNY,2,Textiles,0.08,700,-42.9,27.59,-14.5,4.4
SUULD,2,Textiles,NA,NA,NA,NA,NA,NA
WINSOME,2,Textiles,NA,NA,NA,NA,NA,NA
DIGJAMLMTD,1,Textiles,0.76,113,190.5,5.35,-5.6,-8.4
AKI,1,Textiles,0.08,60,-38.5,21.75,94.7,23.3
MORARJEE,1,Textiles,NA,NA,NA,NA,NA,NA
LAL,1,Textiles,-0.09,-112.9,-137.5,21.27,62.7,66.8
MFML,1,Textiles,-1.01,-167.3,NA,39.16,-18.2,NA
SVPGLOB,0,Textiles,-4.7,6.4,-39.9,13.46,-17,-80.9
FILATFASH,0,Textiles,0,-100,-100,53.1,50.2,19.1
GODFRYPHLP,89,Tobacco,60.75,27.2,48.5,1895.52,37,51.7
GOLDENTOBC,64,Tobacco,NA,NA,NA,NA,NA,NA
ITC,61,Tobacco,3.94,-1.3,-9.4,18790.17,-9.4,4.3
VSTIND,32,Tobacco,8.02,185.4,-77,367.15,2,1.2
IXIGO,63,Tour & Travel services,0.4,14.3,-50.6,241.76,17.1,41.7
TBOTEK,61,Tour & Travel services,4.6,-17,-8,422.19,-6.3,29.1
ITDC,51,Tour & Travel services,2.42,-13.3,11,149.41,-2.8,10.7
IRCTC,39,Tour & Travel services,4.27,10.6,11.2,1224.66,15.1,9.5
RATEGAIN,19,Tour & Travel services,4.79,8.1,35.7,278.71,0.5,10.6
THOMASCOOK,18,Tour & Travel services,1.05,-24.5,-42.9,2061.01,2.9,8.9
EASEMYTRIP,11,Tour & Travel services,0.09,12.5,-76.9,105.87,2.5,-18
YATRA,4,Tour & Travel services,0.64,36.2,433.3,235.26,-0.5,113.1
ECOSMOBLTY,2,Tour & Travel services,2.13,-19,NA,168.25,5.4,NA
ASHOKAMET,43,Trading - Metals,0.72,-48.6,200,6.88,-52,0.9
TARIL,95,Transformers,1.82,-39.7,65.5,559.36,21.2,51.4
INDOTECH,94,Transformers,18.15,8.7,79.3,177.34,21.2,27.1
BBL,22,Transformers,35.94,116.2,36.3,513.75,30.4,21.2
VOLTAMP,10,Transformers,72.55,-3.1,-22.5,483.52,21.6,18.3
SOMICONVEY,94,Tyres & Rubber Products,1.26,-37,70.3,27.63,-19,46.9
LUMAXIND,73,Tyres & Rubber Products,35.82,18.4,30.4,887.08,9.3,40.4
PTL,70,Tyres & Rubber Products,0.63,-40,34,16.09,-0.1,-0.4
BALKRISIND,67,Tyres & Rubber Products,23.25,29.5,46.5,2560.33,5.8,12.6
GRPLTD,65,Tyres & Rubber Products,8.21,73.9,-74.7,132.26,0.4,20.5
CEATLTD,61,Tyres & Rubber Products,24.01,-20.3,-46.5,3299.9,-0.1,11.4
MODIRUBBER,59,Tyres & Rubber Products,2.47,-2.4,6.9,10.32,57.8,42
WHEELS,52,Tyres & Rubber Products,9.24,2.9,118.4,1056.59,-2.5,-6.5
RUBFILA,51,Tyres & Rubber Products,1.21,8,101.7,117.16,-13.1,13.7
MRF,44,Tyres & Rubber Products,743.79,-33,-38.1,7000.82,1.7,13.6
APOLLOTYRE,42,Tyres & Rubber Products,5.31,13.5,-32.5,6927.95,7.6,5
ELGIRUBCO,22,Tyres & Rubber Products,-0.7,15.7,-141.4,91.48,-7.3,-3.5
SANDHAR,18,Tyres & Rubber Products,4.98,-25.1,16.1,973.69,-1.1,9.5
TVSSRICHAK,16,Tyres & Rubber Products,-7.8,-157.9,-124.7,802.73,-4.6,11.7
JKTYRE,12,Tyres & Rubber Products,1.88,-61.9,-78,3673.68,1.4,-0.4
TOLINS,3,Tyres & Rubber Products,2.76,13.1,NA,69.74,-9.3,NA
WABAG,89,Waste Management,11.29,-0.6,11.1,811,15.8,15.1
AWHCL,71,Waste Management,5.55,30,21.2,242.74,9.7,11.7
BANKA,38,Waste Management,-1.35,76.1,-290.1,14.04,13,0.1
JITFINFRA,2,Waste Management,-3.1,-109.9,-157.6,531.71,10.6,-36.9
NAUKRI,79,Web Services,18.72,945.8,59.3,722.4,3.1,15.2
JUSTDIAL,54,Web Services,15.44,-14.8,42.7,287.33,0.9,8.4
MATRIMONY,45,Web Services,4.48,-24.3,-11.1,111.43,-3.5,-5
GVPTECH,22,Web Services,-0.04,NA,-200,0.25,-40.5,-97.2
SASTASUNDR,21,Web Services,-8.47,75.4,-4605.6,281.29,2.8,-24.9
SABEVENTS,0,Web Services,0.19,190.5,154.3,0.44,-26.7,10
CENTURYPLY,79,Wood Products,2.63,45.3,-9.3,1140.47,-3.6,21.7
WIPL,70,Wood Products,1.04,-11.9,-55.7,30.88,-0.7,-3.1
GREENPLY,69,Wood Products,1.96,37.1,-11.7,614.45,-4.1,5.5
GREENLAM,56,Wood Products,1,-63.2,-51.7,602.04,-11.6,6.9
ARCHIDPLY,54,Wood Products,-0.88,41.3,-211.4,150.76,15.8,43.8
GREENPANEL,36,Wood Products,0.69,-54.6,-76.2,359.44,6.7,-6.8
RUSHIL,34,Wood Products,0.42,-2.3,-90.3,210.39,-8,-1.3
AIROLAM,31,Wood Products,0.73,139,-49.3,53.99,5.4,-4.2
